network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;average_best_in_degree;average_best_out_degree;best_strength_in;start_best_nodes;standard_best_nodes;end_best_nodes;average_path_length;paths;components;average_configurations_survival_rates;best_nodes_rate;regular_nodes_rate;elite_nodes_rate;start_nodes_rate;standard_nodes_rate;end_nodes_rate;worsening_edges_rate;equal_edges_rate;improving_edges_rate
BH-45;min;32521650.4;2;574;525;48;90;461;23;566;437;0;129;0.22791519434629;85;5;0.86734693877551;0.13265306122449;0.852777777777778;0.147222222222222;1;1.97212543554007;0.986062717770035;0.986062717770035;0.948571428571429;0;1.39583333333333;11.7916666666667;1;0;0.5;0;1;0;12;1;89;0.147222222222222;0.00174216027874564;0.914634146341463;0.0836236933797909;0.156794425087108;0.803135888501742;0.0400696864111498;0.77208480565371;0;0.22791519434629
