network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;global_edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;best_strength;average_path_length;paths;components;average_configurations_survival_rates
E12-L1;min;5.29;20;10390;9942;447;2655;7519;216;7737;5057;0;2680;0.346387488690707;2561;94;0.232437829007079;0.00853149391904157;0.902704665093483;0.0972953349065166;1;1.4893166506256;0.744658325312801;0.744658325312801;0.742506537919936;0;0.791946308724832;17.3087248322148;1;1;1;2654;0.205384176198441
