network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;global_edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;best_strength;average_path_length;paths;components;average_configurations_survival_rates
E4-L1;min;32365001.6;20;17112;16652;459;3660;13291;161;13452;11441;0;2011;0.149494498959263;3592;68;0.201503421967912;0.00381465275440368;0.934197239986536;0.0658027600134635;1;1.57223001402525;0.786115007012623;0.786115007012623;0.784290175354312;0;0.851851851851852;29.3071895424837;1;5;1;3660;0.188481100168362
