network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;average_best_in_degree;average_best_out_degree;best_strength_in;average_path_length;paths;components;average_configurations_survival_rates;best_nodes_rate;regular_nodes_rate;elite_nodes_rate;start_nodes_rate;standard_nodes_rate;end_nodes_rate;worsening_edges_rate;equal_edges_rate;improving_edges_rate
E1-L1;min;1217058.44;20;1621;1490;130;748;708;165;1141;599;0;542;0.475021910604733;705;43;0.34608378870674;0.0273224043715847;0.852914389799636;0.147085610200364;1;1.4077729796422;0.703886489821098;0.703886489821098;0.650335570469799;0;1.31538461538462;8.77692307692308;NA;NA;NA;1;1;657;0.241646101392705;0.000616903146206046;0.919185687847008;0.0801974090067859;0.461443553362122;0.43676742751388;0.101789019123998;0.524978089395267;0;0.475021910604733
