network_name;problem_type;best_known_solution;number_of_runs;nodes;regular_nodes;elite_nodes;start_nodes;standard_nodes;end_nodes;edges;worsening_edges;equal_edges;improving_edges;global_edges_tendency;regular_start_nodes;elite_start_nodes;regular_start_configuration_rate;elite_start_configuration_rate;regular_configuration_rate;elite_configuration_rate;best_nodes;average_degree;average_in_degree;average_out_degree;average_regular_in_degree;average_regular_out_degree;average_elite_in_degree;average_elite_out_degree;best_strength;average_path_length;paths;components;average_configurations_survival_rates
E2-L1;min;40.97;20;4651;4283;367;1315;2878;458;3332;1994;0;1338;0.4015606242497;1219;96;0.238272087568413;0.019546520719312;0.837372947615324;0.162627052384676;1;1.43281014835519;0.716405074177596;0.716405074177596;0.715386411393883;0;0.727520435967302;9.07901907356948;1;NA;0;1319;0.210290758381944
