network_names;problem_type;best_known_solution;number_of_networks;nodes;start_nodes;standard_nodes;end_nodes;edges;best_nodes;average_degree;average_in_degree;average_out_degree;average_best_in_degree;average_best_out_degree;best_strength_in;start_best_nodes;standard_best_nodes;end_best_nodes;average_path_length;paths;components;shared_nodes;shared_regular_nodes;shared_elite_nodes;shared_mixed_nodes;network_regular_nodes;network_elite_nodes;best_nodes_rate;start_rate;standard_rate;end_rate;shared_rate;shared_regular_rate;shared_elite_rate;shared_mixed_rate;network_regular_rate;network_elite_rate;average_shared_in_degree;average_shared_out_degree;average_shared_regular_in_degree;average_shared_regular_out_degree;average_shared_elite_in_degree;average_shared_elite_out_degree;average_shared_mixed_in_degree;average_shared_mixed_out_degree
BL-WSR, BL-SR;min;13.87;2;4232;1427;2540;265;3334;1;1.57561436672968;0.787807183364839;0.787807183364839;0;0;0;1;0;0;0;1;1329;3565;3245;301;18;632;35;0.000236294896030246;0.337192816635161;0.600189035916824;0.0626181474480151;0.842391304347826;0.766776937618147;0.071124763705104;0.00425330812854442;0.149338374291115;0.0082703213610586;0.817391304347826;0.843478260869565;0.755315870570108;0;1.37873754152824;9.46179401993355;2.66666666666667;8.83333333333333
