network_names;problem_type;best_known_solution;number_of_networks;nodes;start_nodes;standard_nodes;end_nodes;edges;best_nodes;average_degree;average_in_degree;average_out_degree;average_best_in_degree;average_best_out_degree;best_strength_in;average_path_length;paths;components;shared_nodes;shared_regular_nodes;shared_elite_nodes;shared_mixed_nodes;network_regular_nodes;network_elite_nodes;best_nodes_rate;start_rate;standard_rate;end_rate;shared_rate;shared_regular_rate;shared_elite_rate;shared_mixed_rate;network_regular_rate;network_elite_rate;average_shared_in_degree;average_shared_out_degree;average_shared_regular_in_degree;average_shared_regular_out_degree;average_shared_elite_in_degree;average_shared_elite_out_degree;average_shared_mixed_in_degree;average_shared_mixed_out_degree
E7-L2, E8-L2;min;8.69;2;10100;2783;6873;444;7334;1;1.45227722772277;0.726138613861386;0.726138613861386;1;0;2;6;1;2775;9171;8770;400;0;886;43;9.9009900990099e-05;0.275544554455446;0.680495049504951;0.043960396039604;0.908019801980198;0.868316831683168;0.0396039603960396;0;0.0877227722772277;0.00425742574257426;0.727074473885073;0.727074473885073;0.72497149372862;0;0.7725;16.67;NA;NA
