network_names;problem_type;best_known_solution;number_of_networks;nodes;start_nodes;standard_nodes;end_nodes;edges;best_nodes;average_degree;average_in_degree;average_out_degree;best_strength;average_path_length;paths;components;shared_nodes;shared_regular_nodes;shared_elite_nodes;shared_mixed_nodes;network_regular_nodes;network_elite_nodes;shared_regular_rate;shared_elite_rate;shared_mixed_rate;network_regular_rate;network_elite_rate;average_shared_regular_in_degree;average_shared_regular_out_degree;average_shared_elite_in_degree;average_shared_elite_out_degree;average_shared_mixed_in_degree;average_shared_mixed_out_degree;average_shared_in_degree;average_shared_out_degree
E1_L0, E2_L0;min;32373215.22;2;14581;2002;12305;274;12584;1;1.7260818873877;0.863040943693848;0.863040943693848;1;15;1;2000;2996;2996;0;0;10968;616;0.205472875660106;0;0;0.752211782456622;0.042246759481517;0.453271028037383;1.71261682242991;NA;NA;NA;NA;0.453271028037383;1.71261682242991
